biz.vn.			43200	IN	SOA	dns-master.vnnic.vn. postmaster.vnnic.vn. 2017711026 3600 1800 604800 5400
airasia.biz.vn.		43200	IN	NS	ns1.xdns.vn.
airasia.biz.vn.		43200	IN	NS	ns2.xdns.vn.
alibaba.biz.vn.		43200	IN	NS	dns1.fpt.vn.
alibaba.biz.vn.		43200	IN	NS	dns2.fpt.vn.
alipasplatinum.biz.vn.	43200	IN	NS	dns19.fpt.vn.
alipasplatinum.biz.vn.	43200	IN	NS	dns20.fpt.vn.
alipay.biz.vn.		43200	IN	NS	ns1.matbao.vn.
alipay.biz.vn.		43200	IN	NS	ns2.matbao.vn.
allfreelife.biz.vn.	43200	IN	NS	ns1.matbao.vn.
allfreelife.biz.vn.	43200	IN	NS	ns2.matbao.vn.
altaba.biz.vn.		43200	IN	NS	ns1.matbao.vn.
altaba.biz.vn.		43200	IN	NS	ns2.matbao.vn.
altplus.biz.vn.		43200	IN	NS	ns1.vdconline.vn.
altplus.biz.vn.		43200	IN	NS	ns2.vdconline.vn.
amigos.biz.vn.		43200	IN	NS	ns1.matbao.vn.
amigos.biz.vn.		43200	IN	NS	ns2.matbao.vn.
amway2u.biz.vn.		43200	IN	NS	ns1.datatelecomm.ne.
amway2u.biz.vn.		43200	IN	NS	ns2.datatelecomm.net.
amway2u.biz.vn.		43200	IN	NS	ns3.datatelecomm.net.
annguyen.biz.vn.	43200	IN	NS	kami.ns.cloudflare.com.
annguyen.biz.vn.	43200	IN	NS	todd.ns.cloudflare.com.
anphat.biz.vn.		43200	IN	NS	ns1.vdconline.vn.
anphat.biz.vn.		43200	IN	NS	ns2.vdconline.vn.
antgroup.biz.vn.	43200	IN	NS	ns1.zonedns.vn.
antgroup.biz.vn.	43200	IN	NS	ns2.zonedns.vn.
antgroup.biz.vn.	43200	IN	NS	ns3.zonedns.vn.
antgroup.biz.vn.	43200	IN	NS	ns4.zonedns.vn.
appe.biz.vn.		43200	IN	NS	ns1.zonedns.vn.
appe.biz.vn.		43200	IN	NS	ns2.zonedns.vn.
appe.biz.vn.		43200	IN	NS	ns3.zonedns.vn.
appe.biz.vn.		43200	IN	NS	ns4.zonedns.vn.
arrow.biz.vn.		43200	IN	NS	dns1.cscdns.net.
arrow.biz.vn.		43200	IN	NS	dns2.cscdns.net.
aurecon.biz.vn.		43200	IN	NS	ns.domainnetwork.se.
aurecon.biz.vn.		43200	IN	NS	ns2.domainnetwork.se.
aurecon.biz.vn.		43200	IN	NS	ns3.domainnetwork.com.
aureconcorp.biz.vn.	43200	IN	NS	ns.domainnetwork.se.
aureconcorp.biz.vn.	43200	IN	NS	ns2.domainnetwork.se.
aureconcorp.biz.vn.	43200	IN	NS	ns3.domainnetwork.com.
aurecongroup.biz.vn.	43200	IN	NS	ns.domainnetwork.se.
aurecongroup.biz.vn.	43200	IN	NS	ns2.domainnetwork.se.
aurecongroup.biz.vn.	43200	IN	NS	ns3.domainnetwork.com.
avast.biz.vn.		43200	IN	NS	ns2.avast.com.
avast.biz.vn.		43200	IN	NS	pns.avast.com.
avast.biz.vn.		43200	IN	NS	sns.avast.com.
avyly.biz.vn.		43200	IN	NS	ns1.matbao.vn.
avyly.biz.vn.		43200	IN	NS	ns2.matbao.vn.
baidu.biz.vn.		43200	IN	NS	ns2.baidu.com.
baidu.biz.vn.		43200	IN	NS	ns3.baidu.com.
bankofamerica.biz.vn.	43200	IN	NS	dns1.cscdns.net.
bankofamerica.biz.vn.	43200	IN	NS	dns2.cscdns.net.
baoholaodong.biz.vn.	43200	IN	NS	ns-hold.vnnic.vn.
batdongsan.biz.vn.	43200	IN	NS	ns1.pavietnam.vn.
batdongsan.biz.vn.	43200	IN	NS	ns2.pavietnam.vn.
batdongsan.biz.vn.	43200	IN	NS	nsbak.pavietnam.net.
beyondcoal.biz.vn.	43200	IN	NS	dns1.cscdns.net.
beyondcoal.biz.vn.	43200	IN	NS	dns2.cscdns.net.
bhyt.biz.vn.		43200	IN	NS	dns17.fpt.vn.
bhyt.biz.vn.		43200	IN	NS	dns18.fpt.vn.
blueribbon.biz.vn.	43200	IN	NS	ns1.netnam.vn.
blueribbon.biz.vn.	43200	IN	NS	ns2.netnam.vn.
bridgestone.biz.vn.	43200	IN	NS	ns1.visiondns.net.
bridgestone.biz.vn.	43200	IN	NS	ns2.visiondns.net.
buckitdream.biz.vn.	43200	IN	NS	ns1.101domain.com.
buckitdream.biz.vn.	43200	IN	NS	ns2.101domain.com.
buckitdream.biz.vn.	43200	IN	NS	ns5.101domain.com.
calico.biz.vn.		43200	IN	NS	ns1.matbao.vn.
calico.biz.vn.		43200	IN	NS	ns2.matbao.vn.
cameraquansat.biz.vn.	43200	IN	NS	ns1.trangwebvang.net.
cameraquansat.biz.vn.	43200	IN	NS	ns2.trangwebvang.net.
carnivalasia.biz.vn.	43200	IN	NS	cbru.br.ns.els-gms.att.net.
carnivalasia.biz.vn.	43200	IN	NS	cmtu.mt.ns.els-gms.att.net.
carnivalasia.biz.vn.	43200	IN	NS	dbru.br.ns.els-gms.att.net.
carnivalvietnam.biz.vn.	43200	IN	NS	cbru.br.ns.els-gms.att.net.
carnivalvietnam.biz.vn.	43200	IN	NS	cmtu.mt.ns.els-gms.att.net.
carnivalvietnam.biz.vn.	43200	IN	NS	dbru.br.ns.els-gms.att.net.
cathaypacific.biz.vn.	43200	IN	NS	ns1.matbao.vn.
cathaypacific.biz.vn.	43200	IN	NS	ns2.matbao.vn.
ccc.biz.vn.		43200	IN	NS	dns1.netsoft.com.vn.
ccc.biz.vn.		43200	IN	NS	dns2.netsoft.com.vn.
cdc.biz.vn.		43200	IN	NS	ns1.dns.net.vn.
cdc.biz.vn.		43200	IN	NS	ns2.dns.net.vn.
china-airlines.biz.vn.	43200	IN	NS	ns1.matbao.vn.
china-airlines.biz.vn.	43200	IN	NS	ns2.matbao.vn.
chinaairlines.biz.vn.	43200	IN	NS	ns-hold.vnnic.vn.
chongnutdeptuong.biz.vn. 43200	IN	NS	ns-hold.vnnic.vn.
chotot.biz.vn.		43200	IN	NS	ns1.ipmirror.com.
chotot.biz.vn.		43200	IN	NS	ns2.ipmirror.com.
cisco.biz.vn.		43200	IN	NS	ns1.markmonitor.com.
cisco.biz.vn.		43200	IN	NS	ns3.markmonitor.com.
ciscosystems.biz.vn.	43200	IN	NS	ns1.markmonitor.com.
ciscosystems.biz.vn.	43200	IN	NS	ns3.markmonitor.com.
cnn.biz.vn.		43200	IN	NS	ns1.timewarner.net.
cnn.biz.vn.		43200	IN	NS	ns3.timewarner.net.
cnn.biz.vn.		43200	IN	NS	ns5.timewarner.net.
collagen100.biz.vn.	43200	IN	NS	ns1.viettelidc.com.vn.
collagen100.biz.vn.	43200	IN	NS	ns2.viettelidc.com.vn.
collectiondeschefs.biz.vn. 43200 IN	NS	ns1.netnam.vn.
collectiondeschefs.biz.vn. 43200 IN	NS	ns2.netnam.vn.
congtybaove.biz.vn.	43200	IN	NS	ns4.tenten.vn.
congtybaove.biz.vn.	43200	IN	NS	ns5.tenten.vn.
congtybaove.biz.vn.	43200	IN	NS	ns6.tenten.vn.
congtytochucsukien.biz.vn. 43200 IN	NS	dns21.fpt.vn.
congtytochucsukien.biz.vn. 43200 IN	NS	dns22.fpt.vn.
courts.biz.vn.		43200	IN	NS	dns17.fpt.vn.
courts.biz.vn.		43200	IN	NS	dns18.fpt.vn.
credit-suisse.biz.vn.	43200	IN	NS	dns1.credit-suisse.com.
credit-suisse.biz.vn.	43200	IN	NS	dns2.credit-suisse.com.
credit-suisse.biz.vn.	43200	IN	NS	dns4.credit-suisse.com.
creditsuisse.biz.vn.	43200	IN	NS	dns1.credit-suisse.com.
creditsuisse.biz.vn.	43200	IN	NS	dns2.credit-suisse.com.
creditsuisse.biz.vn.	43200	IN	NS	dns4.credit-suisse.com.
dagne.biz.vn.		43200	IN	NS	ns1.markmonitor.com.
dagne.biz.vn.		43200	IN	NS	ns3.markmonitor.com.
dagne-dover.biz.vn.	43200	IN	NS	ns1.markmonitor.com.
dagne-dover.biz.vn.	43200	IN	NS	ns3.markmonitor.com.
dagnedover.biz.vn.	43200	IN	NS	ns1.markmonitor.com.
dagnedover.biz.vn.	43200	IN	NS	ns3.markmonitor.com.
daibangxanh.biz.vn.	43200	IN	NS	ns1.netnam.vn.
daibangxanh.biz.vn.	43200	IN	NS	ns2.netnam.vn.
dandy.biz.vn.		43200	IN	NS	ns1.netnam.vn.
dandy.biz.vn.		43200	IN	NS	ns2.netnam.vn.
datvietvac.biz.vn.	43200	IN	NS	ns1.matbao.vn.
datvietvac.biz.vn.	43200	IN	NS	ns2.matbao.vn.
dentrangtri.biz.vn.	43200	IN	NS	ns1.dichvu-tenmien.com.vn.
dentrangtri.biz.vn.	43200	IN	NS	ns2.dichvu-tenmien.com.vn.
diadiemanuong.biz.vn.	43200	IN	NS	dns23.fpt.vn.
diadiemanuong.biz.vn.	43200	IN	NS	dns24.fpt.vn.
diendanvietlott.biz.vn.	43200	IN	NS	ns1.isa.com.vn.
diendanvietlott.biz.vn.	43200	IN	NS	ns2.isa.com.vn.
diendanvietlott.biz.vn.	43200	IN	NS	ns3.isa.com.vn.
dienmayhlc.biz.vn.	43200	IN	NS	ns1.zonedns.vn.
dienmayhlc.biz.vn.	43200	IN	NS	ns2.zonedns.vn.
dienmayhlc.biz.vn.	43200	IN	NS	ns3.zonedns.vn.
dienmayhlc.biz.vn.	43200	IN	NS	ns4.zonedns.vn.
dietmoi.biz.vn.		43200	IN	NS	ns1.pavietnam.vn.
dietmoi.biz.vn.		43200	IN	NS	ns2.pavietnam.vn.
dinhvulogistics.biz.vn.	43200	IN	NS	ns1.dichvu-tenmien.com.vn.
dinhvulogistics.biz.vn.	43200	IN	NS	ns2.dichvu-tenmien.com.vn.
dktrading.biz.vn.	43200	IN	NS	ns1.dotvndns.vn.
dktrading.biz.vn.	43200	IN	NS	ns2.dotvndns.vn.
dktrading.biz.vn.	43200	IN	NS	nsbak.dotvndns.com.
dkv.biz.vn.		43200	IN	NS	ns1.matbao.vn.
dkv.biz.vn.		43200	IN	NS	ns2.matbao.vn.
dnb.biz.vn.		43200	IN	NS	dns1.idp365.net.
dnb.biz.vn.		43200	IN	NS	dns2.idp365.net.
dnb.biz.vn.		43200	IN	NS	dns3.idp365.net.
doanhnhan.biz.vn.	43200	IN	NS	ns1.everydns.net.
doanhnhan.biz.vn.	43200	IN	NS	ns2.everydns.net.
doanhnhanvietnam.biz.vn. 43200	IN	NS	ns1.matbao.vn.
doanhnhanvietnam.biz.vn. 43200	IN	NS	ns2.matbao.vn.
dongphuc.biz.vn.	43200	IN	NS	ns1.matbao.vn.
dongphuc.biz.vn.	43200	IN	NS	ns2.matbao.vn.
dongtrunghathao.biz.vn.	43200	IN	NS	ns3.sysvn.com.
dongtrunghathao.biz.vn.	43200	IN	NS	ns4.sysvn.com.
dongythaytoan.biz.vn.	43200	IN	NS	ns1.inet.vn.
dongythaytoan.biz.vn.	43200	IN	NS	ns2.inet.vn.
donuts.biz.vn.		43200	IN	NS	ns1.pavietnam.vn.
donuts.biz.vn.		43200	IN	NS	ns2.pavietnam.vn.
donuts.biz.vn.		43200	IN	NS	nsbak.pavietnam.net.
dtc.biz.vn.		43200	IN	NS	ns1.matbao.vn.
dtc.biz.vn.		43200	IN	NS	ns2.matbao.vn.
duhochanquoc.biz.vn.	43200	IN	NS	ns1.pavietnam.vn.
duhochanquoc.biz.vn.	43200	IN	NS	ns2.pavietnam.vn.
duhochanquoc.biz.vn.	43200	IN	NS	nsbak.pavietnam.net.
duhoctrungquoc.biz.vn.	43200	IN	NS	ns1.matbao.vn.
duhoctrungquoc.biz.vn.	43200	IN	NS	ns2.matbao.vn.
duhocuc.biz.vn.		43200	IN	NS	ns1.vmms.vn.
duhocuc.biz.vn.		43200	IN	NS	ns2.vmms.vn.
dulichdanang.biz.vn.	43200	IN	NS	dns21.fpt.vn.
dulichdanang.biz.vn.	43200	IN	NS	dns22.fpt.vn.
dulichnhanai.biz.vn.	43200	IN	NS	a.ns.facebook.com.
dulichnhanai.biz.vn.	43200	IN	NS	b.ns.facebook.com.
dulichvietnam.biz.vn.	43200	IN	NS	ns1.matbao.vn.
dulichvietnam.biz.vn.	43200	IN	NS	ns2.matbao.vn.
dunandbradstreet.biz.vn. 43200	IN	NS	dns1.idp365.net.
dunandbradstreet.biz.vn. 43200	IN	NS	dns2.idp365.net.
dunandbradstreet.biz.vn. 43200	IN	NS	dns3.idp365.net.
dunsnumber.biz.vn.	43200	IN	NS	dns1.idp365.net.
dunsnumber.biz.vn.	43200	IN	NS	dns2.idp365.net.
dunsnumber.biz.vn.	43200	IN	NS	dns3.idp365.net.
e-bay.biz.vn.		43200	IN	NS	sjc-dns1.ebaydns.com.
e-bay.biz.vn.		43200	IN	NS	sjc-dns2.ebaydns.com.
e-bay.biz.vn.		43200	IN	NS	smf-dns1.ebaydns.com.
ebay.biz.vn.		43200	IN	NS	ns1.markmonitor.com.
ebay.biz.vn.		43200	IN	NS	ns3.markmonitor.com.
ebay.biz.vn.		43200	IN	NS	ns4.markmonitor.com.
ebay.biz.vn.		43200	IN	NS	ns5.markmonitor.com.
ecogreen.biz.vn.	43200	IN	NS	dns19.fpt.vn.
ecogreen.biz.vn.	43200	IN	NS	dns20.fpt.vn.
ecvgroup.biz.vn.	43200	IN	NS	ns1.pavietnam.vn.
ecvgroup.biz.vn.	43200	IN	NS	ns2.pavietnam.vn.
ecvgroup.biz.vn.	43200	IN	NS	nsbak.pavietnam.net.
elearning.biz.vn.	43200	IN	NS	ns1.zonedns.vn.
elearning.biz.vn.	43200	IN	NS	ns2.zonedns.vn.
elearning.biz.vn.	43200	IN	NS	ns3.zonedns.vn.
elearning.biz.vn.	43200	IN	NS	ns4.zonedns.vn.
emergentbiosolutions.biz.vn. 43200 IN	NS	dns1.cscdns.net.
emergentbiosolutions.biz.vn. 43200 IN	NS	dns2.cscdns.net.
epson.biz.vn.		43200	IN	NS	ns1.markmonitor.com.
epson.biz.vn.		43200	IN	NS	ns3.markmonitor.com.
epson.biz.vn.		43200	IN	NS	ns5.markmonitor.com.
esc.biz.vn.		43200	IN	NS	ns1.esc.vn.
esc.biz.vn.		43200	IN	NS	ns2.esc.vn.
esc.biz.vn.		43200	IN	NS	ns3.dns.net.vn.
euniversity.biz.vn.	43200	IN	NS	ns1.duytan.edu.vn.
euniversity.biz.vn.	43200	IN	NS	ns2.duytan.edu.vn.
eurotech.biz.vn.	43200	IN	NS	ns1.pavietnam.vn.
eurotech.biz.vn.	43200	IN	NS	ns2.pavietnam.vn.
eurotech.biz.vn.	43200	IN	NS	nsbak.pavietnam.net.
eurowindow.biz.vn.	43200	IN	NS	ns1.dichvu-tenmien.com.vn.
eurowindow.biz.vn.	43200	IN	NS	ns2.dichvu-tenmien.com.vn.
eurowindows.biz.vn.	43200	IN	NS	dns17.fpt.vn.
eurowindows.biz.vn.	43200	IN	NS	dns18.fpt.vn.
evaair.biz.vn.		43200	IN	NS	ns1.xdns.vn.
evaair.biz.vn.		43200	IN	NS	ns2.xdns.vn.
fag.biz.vn.		43200	IN	NS	dns17.fpt.vn.
fag.biz.vn.		43200	IN	NS	dns18.fpt.vn.
fforce.biz.vn.		43200	IN	NS	ns1.matbao.vn.
fforce.biz.vn.		43200	IN	NS	ns2.matbao.vn.
fibaro.biz.vn.		43200	IN	NS	ns99.vdc2.vn.
fibaro.biz.vn.		43200	IN	NS	ns100.vdc2.vn.
force.biz.vn.		43200	IN	NS	ns1.matbao.vn.
force.biz.vn.		43200	IN	NS	ns2.matbao.vn.
foxconn.biz.vn.		43200	IN	NS	dns1.viettel.com.vn.
foxconn.biz.vn.		43200	IN	NS	dns2.viettel.com.vn.
fpttelecom.biz.vn.	43200	IN	NS	ns1.vmms.vn.
fpttelecom.biz.vn.	43200	IN	NS	ns2.vmms.vn.
fujiton.biz.vn.		43200	IN	NS	ns1.dotvndns.vn.
fujiton.biz.vn.		43200	IN	NS	ns2.dotvndns.vn.
fujiton.biz.vn.		43200	IN	NS	nsbak.dotvndns.com.
futurevision.biz.vn.	43200	IN	NS	ns99.vdc2.vn.
futurevision.biz.vn.	43200	IN	NS	ns100.vdc2.vn.
futureworld.biz.vn.	43200	IN	NS	ns99.vdc2.vn.
futureworld.biz.vn.	43200	IN	NS	ns100.vdc2.vn.
genmex.biz.vn.		43200	IN	NS	dns21.fpt.vn.
genmex.biz.vn.		43200	IN	NS	dns22.fpt.vn.
geocycle.biz.vn.	43200	IN	NS	ns1.matbao.vn.
geocycle.biz.vn.	43200	IN	NS	ns2.matbao.vn.
giavemaybay.biz.vn.	43200	IN	NS	ns1.xdns.vn.
giavemaybay.biz.vn.	43200	IN	NS	ns2.xdns.vn.
gimexico.biz.vn.	43200	IN	NS	dns17.fpt.vn.
gimexico.biz.vn.	43200	IN	NS	dns18.fpt.vn.
giupviec.biz.vn.	43200	IN	NS	dns21.fpt.vn.
giupviec.biz.vn.	43200	IN	NS	dns22.fpt.vn.
gmc.biz.vn.		43200	IN	NS	ns1.dichvu-tenmien.com.vn.
gmc.biz.vn.		43200	IN	NS	ns2.dichvu-tenmien.com.vn.
gmo.biz.vn.		43200	IN	NS	dns1.onamae.com.
gmo.biz.vn.		43200	IN	NS	dns2.onamae.com.
goldengate.biz.vn.	43200	IN	NS	ns1.matbao.vn.
goldengate.biz.vn.	43200	IN	NS	ns2.matbao.vn.
goldmex.biz.vn.		43200	IN	NS	dns21.fpt.vn.
goldmex.biz.vn.		43200	IN	NS	dns22.fpt.vn.
gomsubattrang.biz.vn.	43200	IN	NS	ns1.matbao.vn.
gomsubattrang.biz.vn.	43200	IN	NS	ns2.matbao.vn.
gopay.biz.vn.		43200	IN	NS	ns1.inet.vn.
gopay.biz.vn.		43200	IN	NS	ns2.inet.vn.
goviet.biz.vn.		43200	IN	NS	ns1.vdconline.vn.
goviet.biz.vn.		43200	IN	NS	ns2.vdconline.vn.
granddiplome.biz.vn.	43200	IN	NS	ns1.netnam.vn.
granddiplome.biz.vn.	43200	IN	NS	ns2.netnam.vn.
groupon.biz.vn.		43200	IN	NS	dns1.cscdns.net.
groupon.biz.vn.		43200	IN	NS	dns2.cscdns.net.
halongbay.biz.vn.	43200	IN	NS	ns1.vdconline.vn.
halongbay.biz.vn.	43200	IN	NS	ns2.vdconline.vn.
hanhphuc.biz.vn.	43200	IN	NS	dns1.hcm.fpt.vn.
hanhphuc.biz.vn.	43200	IN	NS	dns2.hcm.fpt.vn.
hanoinhakhoa.biz.vn.	43200	IN	NS	ns1.novaonidc.vn.
hanoinhakhoa.biz.vn.	43200	IN	NS	ns2.novaonidc.vn.
hanoitourist.biz.vn.	43200	IN	NS	dns17.fpt.vn.
hanoitourist.biz.vn.	43200	IN	NS	dns18.fpt.vn.
hanwha.biz.vn.		43200	IN	NS	bserver.hanwha.co.kr.
hanwha.biz.vn.		43200	IN	NS	iserver.hanwha.co.kr.
happymart.biz.vn.	43200	IN	NS	ns1.dns.net.vn.
happymart.biz.vn.	43200	IN	NS	ns2.dns.net.vn.
hawaco.biz.vn.		43200	IN	NS	dns21.fpt.vn.
hawaco.biz.vn.		43200	IN	NS	dns22.fpt.vn.
helloyahoo.biz.vn.	43200	IN	NS	ns1.yahoo.com.
helloyahoo.biz.vn.	43200	IN	NS	ns2.yahoo.com.
helloyahoo.biz.vn.	43200	IN	NS	ns3.yahoo.com.
heralash.biz.vn.	43200	IN	NS	ns1.sdns.vn.
heralash.biz.vn.	43200	IN	NS	ns2.sdns.vn.
hhd.biz.vn.		43200	IN	NS	ns1.pavietnam.vn.
hhd.biz.vn.		43200	IN	NS	ns2.pavietnam.vn.
hilton.biz.vn.		43200	IN	NS	ns1.netnames.net.
hilton.biz.vn.		43200	IN	NS	ns2.netnames.net.
hilton.biz.vn.		43200	IN	NS	ns5.netnames.net.
hitc.biz.vn.		43200	IN	NS	ns1.vdconline.vn.
hitc.biz.vn.		43200	IN	NS	ns2.vdconline.vn.
hitg.biz.vn.		43200	IN	NS	ns1.matbao.vn.
hitg.biz.vn.		43200	IN	NS	ns2.matbao.vn.
hoadondientu.biz.vn.	43200	IN	NS	ns1.vdconline.vn.
hoadondientu.biz.vn.	43200	IN	NS	ns2.vdconline.vn.
hoahiep.biz.vn.		43200	IN	NS	ns1.matbao.vn.
hoahiep.biz.vn.		43200	IN	NS	ns2.matbao.vn.
honeywell.biz.vn.	43200	IN	NS	ns1.inet.vn.
honeywell.biz.vn.	43200	IN	NS	ns2.inet.vn.
honhai.biz.vn.		43200	IN	NS	dns1.viettel.com.vn.
honhai.biz.vn.		43200	IN	NS	dns2.viettel.com.vn.
horiba.biz.vn.		43200	IN	NS	01.dnsv.jp.
horiba.biz.vn.		43200	IN	NS	02.dnsv.jp.
hotel.biz.vn.		43200	IN	NS	dns1.cscdns.net.
hotel.biz.vn.		43200	IN	NS	dns2.cscdns.net.
hotels.biz.vn.		43200	IN	NS	dns1.cscdns.net.
hotels.biz.vn.		43200	IN	NS	dns2.cscdns.net.
hp.biz.vn.		43200	IN	NS	ns1.hp.com.
hp.biz.vn.		43200	IN	NS	ns2.hp.com.
hp.biz.vn.		43200	IN	NS	ns3.hp.com.
hp.biz.vn.		43200	IN	NS	ns4.hp.com.
hungthinh.biz.vn.	43200	IN	NS	ns1.inet.vn.
hungthinh.biz.vn.	43200	IN	NS	ns2.inet.vn.
hutbephot.biz.vn.	43200	IN	NS	ns2008.nhanhoa.com.vn.
hutbephot.biz.vn.	43200	IN	NS	ns2009.nhanhoa.com.vn.
idl.biz.vn.		43200	IN	NS	ns1.matbao.vn.
idl.biz.vn.		43200	IN	NS	ns2.matbao.vn.
iff.biz.vn.		43200	IN	NS	a4.nstld.com.
iff.biz.vn.		43200	IN	NS	f4.nstld.com.
imc.biz.vn.		43200	IN	NS	ns1.dns.net.vn.
imc.biz.vn.		43200	IN	NS	ns2.dns.net.vn.
infiniti.biz.vn.	43200	IN	NS	dns1.idp365.net.
infiniti.biz.vn.	43200	IN	NS	dns2.idp365.net.
infiniti.biz.vn.	43200	IN	NS	dns3.idp365.net.
info.biz.vn.		43200	IN	NS	dns23.fpt.vn.
info.biz.vn.		43200	IN	NS	dns24.fpt.vn.
inn.biz.vn.		43200	IN	NS	ns1.matbao.com.
inn.biz.vn.		43200	IN	NS	ns2.matbao.com.
inseeecocycle.biz.vn.	43200	IN	NS	ns1.pavietnam.vn.
inseeecocycle.biz.vn.	43200	IN	NS	ns2.pavietnam.vn.
inseeecocycle.biz.vn.	43200	IN	NS	nsbak.pavietnam.net.
interflora.biz.vn.	43200	IN	NS	ns1.digiweb.co.nz.
interflora.biz.vn.	43200	IN	NS	ns2.digiweb.co.nz.
interflora.biz.vn.	43200	IN	NS	ns3.digiweb.co.nz.
iphone.biz.vn.		43200	IN	NS	ns1.xdns.vn.
iphone.biz.vn.		43200	IN	NS	ns2.xdns.vn.
izifix.biz.vn.		43200	IN	NS	dns19.fpt.vn.
izifix.biz.vn.		43200	IN	NS	dns20.fpt.vn.
jabra.biz.vn.		43200	IN	NS	ns1.matbao.vn.
jabra.biz.vn.		43200	IN	NS	ns2.matbao.vn.
jingdong.biz.vn.	43200	IN	NS	ns6.east.net.
jingdong.biz.vn.	43200	IN	NS	ns7.east.net.
jobstreet.biz.vn.	43200	IN	NS	ns1.netnames.net.
jobstreet.biz.vn.	43200	IN	NS	ns2.netnames.net.
jobstreet.biz.vn.	43200	IN	NS	ns5.netnames.net.
khoinghiep.biz.vn.	43200	IN	NS	ns1.pavietnam.vn.
khoinghiep.biz.vn.	43200	IN	NS	ns2.pavietnam.vn.
khoinghiep.biz.vn.	43200	IN	NS	nsbak.pavietnam.net.
kiemtienonline.biz.vn.	43200	IN	NS	ns1.dns.net.vn.
kiemtienonline.biz.vn.	43200	IN	NS	ns2.dns.net.vn.
kinhdoanhonline.biz.vn.	43200	IN	NS	ns1.matbao.vn.
kinhdoanhonline.biz.vn.	43200	IN	NS	ns2.matbao.vn.
klingspor.biz.vn.	43200	IN	NS	dns.grove.de.
klingspor.biz.vn.	43200	IN	NS	ns2.grove.de.
klingspor.biz.vn.	43200	IN	NS	ns3.grove.de.
ktdcgroup.biz.vn.	43200	IN	NS	ns1.matbao.vn.
ktdcgroup.biz.vn.	43200	IN	NS	ns2.matbao.vn.
kumagai.biz.vn.		43200	IN	NS	dns1.onamae.com.
